Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,file_date
Githunguri,Kindiga Primary,Primary,1/22/2026,Rice and Beans,White,190,200,183,17,0,2,2,0,0,0,0,,200,0,,1/22/2026 12:40,1/22/2026 13:20,40,,The food was delicious,Queues were well managed with the help of TOD.,"Failed taps decreased to 2 from yesterday's 4,parents did not top up accounts.","Successful taps increased to 200 from yesterday's 191,There was high turn out today.",@James Mbugua SC Kindiga Primary,22
Githunguri,Gikang'A Kageche Secondary,Secondary,1/22/2026,Rice and Beans,Tumeric,315,298,298,0,0,3,7,0,2,7,7,,310,0,,1/22/2026 13:10,1/22/2026 13:50,40,,Food was delicious,Queue was well managed by TOD,"Today's failed taps was the same as yesterday, parents didn't top up on time",Today's successful taps decreased from 307 to 298.Turn out was low,@Pauline Gatimu,22
Githunguri,Gathaithi Primary,Primary,1/22/2026,Rice and Beans,Tumeric,460,455,410,45,5,3,13,0,1,0,0,,460,5,,1/22/2026 12:35,1/22/2026 13:40,65,,Food was great,Queue was well managed by School coordinator,Failed taps dropped from 15 to 13.,Actual meals served dropped from 458 to 455,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru,22
Githunguri,Gathaithi Secondary,Secondary,1/22/2026,Rice and Beans,White,115,117,117,0,0,2,5,0,0,0,0,,120,0,,1/22/2026 13:17,1/22/2026 13:56,38,,Food was delicious,Queuing was fine,We had 5 failed taps a rise from yesterday's 4 due to failure of topping up meal cards,We had a stable number of successful taps  comparing today and yesterday with 117,@Joseph mburu nga'ang'a,22
Githunguri,Gathangari Primary,Primary,1/22/2026,Rice and Beans,White,410,412,379,33,0,3,8,0,1,9,0,,420,0,,1/22/2026 12:30,1/22/2026 13:30,60,,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps increased from 4 to 8. Some parents forgot to top up on time and have urged kids to remind them,Successful taps increased from 410 to 412.Most parents topped up on time,@PCEA GATHANGARI COMPREHENSIVE SCHOOL,22
Githunguri,Mukuyu Secondary,Secondary,1/22/2026,Rice and Beans,Tumeric,250,264,264,0,0,3,5,0,6,0,0,,285,0,,1/22/2026 12:40,1/22/2026 13:20,40,,Food was hot and delicious,Queue was well managed,Mukuyu secondary school failed taps increases from 1 to 5. some parents didn't top up,Mukuyu secondary school successful taps increases from 241 to 264.students are reporting back,@Mukuyu Secondary School,22
Githunguri,Gatitu Primary,Primary,1/22/2026,Rice and Beans,Tumeric,385,381,342,39,1,3,5,0,2,1,1,,385,1,,1/22/2026 12:20,1/22/2026 13:40,79,,Food was well cooked...tasted really great.,ToD helped coordinate students thus movement transitioned orderly.,A decrease from 9 to 5 caused by insufficient funded accounts.,A decrease also from 390 to 381 caused by absenteeism.,@Wambui ikonya -sc- Gatitu comprehensive,22
Githunguri,Gitombo Primary,Primary,1/22/2026,Rice and Beans,Tumeric,175,179,165,14,0,2,2,0,1,0,0,,180,0,,1/22/2026 12:40,1/22/2026 13:29,49,,Food was delicious learners enjoyed.,Queue was manageable.,Today failed taps was 2 an increase of 1from 1 yesterday parents didn't top up account on time.,Actual meals served today was 179 just like yesterday the number maintained.,@Veronica Mwaura -S/C- Gitombo primary,22
Githunguri,Kiawaiguru Primary,Primary,1/22/2026,Rice and Beans,White,225,222,203,19,0,2,2,0,2,1,1,,225,2,,1/22/2026 12:20,1/22/2026 13:20,60,,Food was delicious.,Queue was oderly.,Failed taps decreased from yesterday’s 4 to today 2.I reminded parents to top up .,Actual meals fed decreased from yesterday’s 223 to today 222.A few pupils from the lower grades were absent.,@KIAWAIGURU PRIMARY SCHOOL,22
Githunguri,Kanyore Primary,Primary,1/22/2026,Rice and Beans,Tumeric,640,638,595,43,4,3,19,1,1,10,15,,620,5,,1/22/2026 12:30,1/22/2026 13:30,60,,Food was delicious,Line management was organized,Number of failed taps decreased from 21 to 19. Reminded the kids to remind their parents to top up.,Number of successful taps increased from 637 to 638.There was no significant change in failed taps so thus the small increase on successful taps.,"@Haron Muiruri,SL Kanyore Primary",22
Githunguri,Matuguta Secondary,Secondary,1/22/2026,Rice and Beans,White,125,124,124,0,0,2,3,2,0,0,0,,125,0,,1/22/2026 13:30,1/22/2026 13:50,20,,Food was hot and delicious,Queues were orderly and well managed by me,Failed taps today increased from 01 yesterday to 03 today,Successful taps today were 124 lower by 01 from the projected meals that were 125,@Njeri -Matuguta secondary school,22
Githunguri,Gitiha Secondary,Secondary,1/22/2026,Rice and Beans,White,145,143,143,0,0,2,10,0,2,0,0,,140,0,,1/22/2026 12:50,1/22/2026 13:17,27,,Food was enough,Queue was managable,Failed tap had increased from the previous day,Successful tap was constant,@Kang'ethe Dennis,22
Githunguri,Githiga Primary,Primary,1/22/2026,Rice and Beans,White,428,421,381,40,0,3,24,2,6,1,0.5,,420,0,,1/22/2026 12:30,1/22/2026 13:58,88,,Food was sweet and delicious,Line Management was smooth,Failed taps remained constant  at 24,Actual meals  decreased  by 6 from 427.we Managed to serve  to serve 421.,@Nicholas-SC - Githiga Comprehensive,22
Githunguri,Kiambururu Secondary,Secondary,1/22/2026,Rice and Beans,White,200,208,208,0,0,3,2,0,2,0,0,,215,0,,1/22/2026 13:20,1/22/2026 13:40,20,,The meal was delicious,Line was well managed,Failed taps today was 2 compared to previous which there was none.,Successful taps was 208 an increase from previous which was 198 more students came for lunch.,@Salome-kiambururu secondary school,22
Githunguri,Gataka Primary,Primary,1/22/2026,Rice and Beans,Tumeric,300,298,272,26,0,2,11,0,1,0.5,1,,300,0,,1/22/2026 12:37,1/22/2026 13:40,63,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 7 to 11, we reminded kids to request their parents to top up","The number of actual meals dropped from 300 to 298, some parents failed to make timely payments for their kids.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,22
Githunguri,Gatina Primary,Primary,1/22/2026,Rice and Beans,White,455,460,395,65,0,3,11,1,1,0,0,,450,0,,1/22/2026 12:37,1/22/2026 13:27,50,,Kids enjoyed  the meal,Line was smooth and orderly,"Failed taps were 11,  a decrease compared to yesterday's number of 12 , more parents managed to credit account thus reducing the failed taps.","Actual meal served were 460 an increase compared to yesterday's number of 455, high turn up and sufficient fund accounts led to raise of the number.",@Kang'ethe Dennis,22
Githunguri,Kiawairia Secondary,Secondary,1/22/2026,Rice and Beans,Tumeric,55,51,51,0,0,0,4,0,2,6,1,,58,0,,1/22/2026 13:25,1/22/2026 13:35,10,,Food was appetizing and yummy,Line management was transitioning good assisted by TOD,Number of failed taps increased from 0 to 4 parents didn't top up their accounts on time,"Number of actual meals decreased from 54 to 51 ,,4 students had insufficient balance and also 3 students were absent today",@Patrick Kariuki Kiawaria secondary school Tapper,22
kiambu kitchen,Ciiko Primary,Primary,1/22/2026,Rice and Beans,White,990,961,890,71,0,5,16,2,2,8,15,0,965,0,5,1/22/2026 12:30,1/22/2026 13:30,59,Although we expected   failed taps to reduce  turnout tend to decline on Friday this projecting the same number of meals as today.,Food was hot and delicious,Queue was managed teacher on duty.,Failed taps increased from by 10 from 6 to 16,Successful taps decreased from 919 to 890,@Ciiko Comprehensive school -SL- Samy Migwi,22
kiambu kitchen,Kahunira Primary,Primary,1/22/2026,Rice and Beans,White,740,743,683,60,0,4,15,0,5,0,0,0,740,0,4,1/22/2026 12:40,1/22/2026 13:35,55,Expecting the same turn out tomorrow.,Food was delicious,Queue management was well executed by teacher on duty,"Failed taps taps decreased from 21 to 15,some parents made timely payment.","Actual meals served today increased slightly from 730 to 740, majority of students turn out for tapping",@Mwangi Mary Kahunira Comprehensive,22
kiambu kitchen,Kahunira Secondary,Secondary,1/22/2026,Rice and Beans,White,140,138,138,0,0,3,2,0,2,0,0,0,150,0,3,1/22/2026 13:00,1/22/2026 13:30,30,Expecting grade 10 students to,Food was delicious,Line was well managed by TOD,"Failed taps decreased from 3 to 2, parents top up their accounts","Meals served today increased from 128 to 138, parents topped their accounts",@Tapper kahunira secondary,22
kiambu kitchen,Kiababu Primary,Primary,1/22/2026,Rice and Beans,White,270,267,250,27,0,2,6,1,3,1,1,0,270,0,2,1/22/2026 12:40,1/22/2026 13:30,50,Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 9 to 6 as some parents managed to pay on Time,Successful taps increased from 254 to 264 as some parents managed to pay on Time,@kiaibabu primary school,22
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/22/2026,Rice and Beans,White,232,225,225,0,0,2,3,2,2,2,3,0,230,0,2,1/22/2026 13:25,1/22/2026 13:50,25,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 3 which is a decrease compared from 9 to 3 parents top up,The actual meal served today was 225 which is an increase compared from 215 to 225 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper",22
kiambu kitchen,Ciiko Primary,Primary,1/23/2026,Rice and Western,Masala,965,966,896,70,0,5,11,2,13,2,3,0,980,0,5,1/23/2026 12:30,1/23/2026 13:35,64,We more expect a higher turnout than today,Food was hot and delicious,Queue was managed by   teacher on duty,Failed taps decrease from 16 to 11,Successful taps increased from 890 to 896,@Ciiko Comprehensive school -SL- Samy Migwi,23
kiambu kitchen,Kiababu Primary,Primary,1/23/2026,Rice and Western,Masala,270,267,249,28,0,2,6,0,2,1,1,0,270,0,2,1/23/2026 12:40,1/23/2026 13:20,40,Expecting similar turnout to today,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps remained the same as some parents did not manage to pay on Time,Successful taps remained the same as some parents did not manage to pay on Time,@kiaibabu primary school,23
kiambu kitchen,Kahunira Primary,Primary,1/23/2026,Rice and Western,Masala,740,732,665,67,0,4,24,0,2,0,0,0,740,0,4,1/23/2026 12:40,1/23/2026 13:35,55,Normal school program.,Food was hot & delicious.,Queue management was well executed by teacher on duty.,"Failed taps increased from 15 to 24, respective parents didn't top up.","Actual meals served today decreased slightly from 743 to 732,some students didn't turn up for tapping.",@Mwangi Mary Kahunira Comprehensive,23
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/23/2026,Rice and Western,Masala,230,216,216,0,0,2,6,0,0,3,4,0,225,0,2,1/23/2026 13:25,1/23/2026 14:00,35,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 6 which is an increase compared from 3 to 6 parents didn't top up,The actual meal served today was 216 which is a decrease compared from 225 to 216 parents didn't top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper",23
kiambu kitchen,Kahunira Secondary,Secondary,1/23/2026,Rice and Western,Masala,145,151,151,0,0,3,1,0,1,0,0,0,155,0,3,1/23/2026 13:00,1/23/2026 13:30,29,Expecting students to resume back to school who were sent for school fee,Food was delicious,Queue was well managed by TOD,"Failed taps decreased from 2 to 1, parents topped their accounts","Meals served today increased from 138 to 151, parents topped their accounts",@Tapper kahunira secondary,23
Githunguri,Gatitu Primary,Primary,1/23/2026,Rice and Western,White,380,378,339,39,1,39,4,0,3,1,1,,380,1,,1/23/2026 12:20,1/23/2026 14:00,100,,Food was delicious..served while still hot.,ToD helped in line management.,A difference of 1 being an increase.. parents made timely payments.,"A difference of 3 being a decrease,from 381 to 378..some parents did not pick up when I called.",@Wambui ikonya -sc- Gatitu comprehensive,23
Githunguri,Kindiga Primary,Primary,1/23/2026,Rice and Western,White,200,188,170,18,0,2,5,0,1,2,2.5,,190,0,,1/23/2026 12:40,1/23/2026 13:30,50,,The food was delicious,Queues were orderly,"Failed taps increased to 5 from yesterday's 2,parents did not top up accounts on time.","Successful taps decreased to 188 from yesterday's 200,Some students were absent.",@James Mbugua SC Kindiga Primary,23
Githunguri,Gathaithi Secondary,Secondary,1/23/2026,Rice and Western,White,115,74,74,0,0,2,7,0,1,12.3,14.4,,100,0,,1/23/2026 13:22,1/23/2026 13:44,21,,Food was delicious,Queuing was good,We had 7 failed taps a rise from yesterday's 5 failed taps due to failure of topping up by parents,We had 74 successful taps a drop from yesterday's 117 as students were sent home to get and  buy calculators,@Joseph mburu nga'ang'a,23
Githunguri,Matuguta Primary,Primary,1/23/2026,Rice and Western,White,460,464,420,44,0,3,18,1,2,0,0,,460,3,,1/23/2026 12:40,1/23/2026 13:30,50,,Food was delicious,Queue was well managed,Failed taps were 18 an increase of 2 taps from yesterday's 16 failed taps Respective parents had not topped up.,Actual meals were 464 a decrease of 3 taps from yesterday's 467 actual meals. Some parent's had not topped up the kids' accounts.,@Matuguta primary,23
Githunguri,Kiambururu Primary,Primary,1/23/2026,Rice and Western,White,275,279,250,29,0,3,7,0,1,0,0,,275,0,,1/23/2026 12:30,1/23/2026 14:35,125,,The food was delicious,Line management was smooth,Failed taps decreased from 8 to 7.Some parents failed to top up on time,Actual meals served increased from 272 to 279.There was a good student turnout today,@Kiambururu Comprehensive School,23
Githunguri,Matuguta Secondary,Secondary,1/23/2026,Rice and Western,White,120,119,119,0,0,2,5,0,0,0,0,,120,0,,1/23/2026 13:30,1/23/2026 13:50,20,,Food was hot and delicious,Queues were orderly and well managed by me,"Failed taps today were 05 higher than yesterday's 03,most of the parents didn't top up on time",Successful taps today were 119 lower than yesterday's 124 and also lower than the projected meals,@Njeri -Matuguta secondary school,23
Githunguri,Kanyore Primary,Primary,1/23/2026,Rice and Western,White,620,642,598,44,2,3,15,1,1,0,0,,650,5,,1/23/2026 12:30,1/23/2026 13:30,60,,Food was hot and delicious,Queuing was organized,Number of failed taps decreased from 19 to 15 as more parents topped up.,Number of successful taps increased from 638 to 642 as more parents topped up and most students were present in school.,"@Haron Muiruri,SL Kanyore Primary",23
Githunguri,Kiawaiguru Primary,Primary,1/23/2026,Rice and Western,White,220,224,204,20,1,2,1,0,1,0,0,,225,2,,1/23/2026 12:30,1/23/2026 13:20,50,,Lunch was delicious.,Queue was orderly.,Failed taps decreased from yesterday’s 2 to today 1.I reminded parents to top up.,Actual meals served increased from yesterday’s 222 to today 224.Most pupils reported to school.,@KIAWAIGURU PRIMARY SCHOOL,23
Githunguri,Kiawairia Primary,Primary,1/23/2026,Rice and Western,White,140,138,122,16,3,2,6,0,1,0,0,,140,2,,1/23/2026 12:00,1/23/2026 13:20,80,,Food was hot and delicious,Lines were neat and ordely,We had 6 failed taps an increase from 3 some parents didn't top up on time,We had 122 successful taps a decrease from 126 insufficient balances were high,@Mary kimani SC kiawairia comprehensive school,23
