Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,file_date
Githunguri,Gitombo Primary,Primary,1/20/2026,Rice and Beans,White,175,172,160,12,0,2,2,1,0,0,0,,175,0,,1/20/2026 12:40,1/20/2026 13:20,40,,Food was delicious.,Queue was manageable  by the help of teacher.,Today failed tap was 2 just like yesterday the number maintained.,Actual meals served today was 172 a decrease of 1 from 173 yesterday parent didn't top up  account on time.,@Veronica Mwaura -S/C- Gitombo primary,20
Githunguri,Mathanja Priamry,Primary,1/20/2026,Rice and Beans,White,210,199,182,17,0,2,6,0,1,3,3,,205,0,,1/20/2026 13:00,1/20/2026 13:45,45,,food was delicious,I managed the queue without any assistance,today we had 6 failed taps an increase compared to yesterday 3. some parents didn't top-up their accounts,today we had 199 actual meals served a decrease compared to yesterday 200. some parents didn't top up their accounts.,@mathanja primary school,20
Githunguri,Gitiha Secondary,Secondary,1/20/2026,Rice and Beans,White,140,140,153,0,0,2,0,0,5,0,0,,140,0,,1/20/2026 12:45,1/20/2026 13:30,45,,Food was enough,Queue was managable,No failed tap,Successful tap had increased from the previous day,@Kang'ethe Dennis,20
Githunguri,Githiga Primary,Primary,1/20/2026,Rice and Beans,White,415,409,372,37,0,3,28,2,2,1,0,,415,9,,1/20/2026 12:54,1/20/2026 13:54,60,,Food was sweet and delicious,Lines Management was smooth,Failed taps reduced by 10 from  38.parents topped up.,Actual  meals increased  from 400 to 409...turn out increased.,@Nicholas-SC - Githiga Comprehensive,20
Githunguri,Gathaithi Primary,Primary,1/20/2026,Rice and Beans,White,465,468,423,45,3,3,11,0,2,0,0,,470,3,,1/20/2026 12:35,1/20/2026 13:30,55,,Food was delicious,Queue was well managed by School coordinator,The number of failed taps increased from 8 to 11. Some parents failed to top up.,The number of actual meals served increased from 452 to 468,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru,20
Githunguri,Ihiga Primary,Primary,1/20/2026,Rice and Beans,White,160,166,155,11,0,2,0,1,1,0,0,,165,0,,1/20/2026 12:40,1/20/2026 1:15,-685,,Food was Enough,Queues were well manageable.,Failed taps was 0 same as yesterday's which was 0.Parents are topping up on time.,"Successful taps was 166 an increase from yesterday's which was 160, today's turn up was high.",@Naomi SC-Ihiga Comprehensive,20
Githunguri,Githioro Primary,Primary,1/20/2026,Rice and Beans,White,329,330,306,23,0,2,5,1,1,6,0,,335,0,,1/20/2026 12:38,1/20/2026 13:35,57,,Food was delicious,Line management was organised assisted by tod,"Failed taps increased by 1 from 4 to 5, parents forgot to top up their accounts on time","Successful taps increased by 1, from 328 to 329. Numbers are still rising.",@GITHIORO COMPREHENSIVE,20
Githunguri,Gathiruini Primary,Primary,1/20/2026,Rice and Beans,White,240,235,210,25,0,2,4,0,1,1,2,,240,0,,1/20/2026 12:30,1/20/2026 13:30,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 4 a  decrease 6 this is because parents topped up their accounts on time,Actual meal served today were 235 an increase from 231 this is because parents topped up their accounts on time,@Catherine Wanjiru,20
Githunguri,Kiawaiguru Primary,Primary,1/20/2026,Rice and Beans,White,215,225,206,19,2,2,3,0,1,0,0,,225,2,,1/20/2026 12:30,1/20/2026 13:25,55,,Lunch was delicious.,Queue was well coordinated.,Failed taps increased from yesterday’s 1 to today 3.Parents forgot to top up despite reminding them.,Actual meals served increased from yesterday’s 202 to today 225.Most pupils reported to school.,@KIAWAIGURU PRIMARY SCHOOL,20
Githunguri,Kanyore Primary,Primary,1/20/2026,Rice and Beans,White,630,656,615,41,4,3,6,1,8,0,0,,650,6,,1/20/2026 12:30,1/20/2026 13:35,65,,Food was hot and delicious.Kids enjoyed the bananas.,Line management was organized,Number of failed taps decreased from 10 to 6 as more parents had topped up their accounts.,Number of successful taps increased from 630 to 656 as more parents had topped up.Also many students fed because of bananas.,"@Haron Muiruri,SL Kanyore Primary",20
Githunguri,Gatina Primary,Primary,1/20/2026,Rice and Beans,White,445,460,396,64,0,3,8,1,0,0,0,,460,0,,1/20/2026 12:34,1/20/2026 13:35,60,,Food was hot and yummy.,Line was smooth and orderly.,Failed taps were 8 a decrease compared to yestersday's number of 12. more accounts had sufficient fund.,"Actual meal served were 460 an increase compared to yesterday's number of 442, the number increased sue to high turn up and more accounts had sufficient fund.",@Kang'ethe Dennis,20
Githunguri,Matuguta Secondary,Secondary,1/20/2026,Rice and Beans,White,120,117,117,0,0,2,4,1,1,0,0,,120,0,,1/20/2026 13:30,1/20/2026 13:45,15,,Food was hot and delicious the kids enjoyed,Queues were orderly and well managed by me,The number of failed taps today were 04 higher than yesterday's which were none,Successful taps today were 117 lower than the projected meals but also higher than yesterday's 110,@Njeri -Matuguta secondary school,20
Githunguri,Gathangari Primary,Primary,1/20/2026,Rice and Beans,White,420,420,388,32,0,3,10,1,3,10,0,,430,0,,1/20/2026 12:30,1/20/2026 13:40,70,,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps increased from 5 to 10.Some parents forgot to top up on time but have urged kids to remind them.,Successful taps increased from 410 to 420.Most parents topped up on time and kids turned up well in school,@PCEA GATHANGARI COMPREHENSIVE SCHOOL,20
Githunguri,Gathaithi Secondary,Secondary,1/20/2026,Rice and Beans,White,100,102,102,0,0,2,6,1,1,0,0,,105,0,,1/20/2026 13:22,1/20/2026 13:50,27,,Food was delicious,Queuing was good,We had 6 failed taps a drop from yesterday's 7 due early topping up by parents,We had 102 successful taps a rise from yesterday's 86 due excellent students attendance,@Joseph mburu nga'ang'a,20
Githunguri,Kiambururu Secondary,Secondary,1/20/2026,Rice and Beans,White,205,200,200,0,0,3,4,0,1,0,0,,205,0,,1/20/2026 13:20,1/20/2026 13:40,20,,The food was delicious,Line management was smooth,Failed taps was 4 compared from previous which was 2 some parents forgot to top up.,"Successful taps was 200 compared from previous which was 198,a slightly increase more students came for lunch.",@Salome-kiambururu secondary school,20
Githunguri,Kindiga Primary,Primary,1/20/2026,Rice and Beans,White,190,194,175,19,0,2,3,0,0,0,0,,190,0,,1/20/2026 12:40,1/20/2026 13:30,49,,"The food was delicious, kids enjoyed the Bananas.",Queues were well managed with the help of TOD.,"Failed taps decreased to 3 from yesterday's 4,some parents still did not top up accounts.","Successful taps increased to 194 from yesterday's 184,many students were present today.",@James Mbugua SC Kindiga Primary,20
Githunguri,Mukuyu Secondary,Secondary,1/20/2026,Rice and Beans,White,240,226,226,0,0,3,4,3,5,13,4,,240,0,,1/20/2026 12:40,1/20/2026 13:15,35,,Food was delicious,Queue was well managed,Mukuyu secondary school failed taps decreases from 7 to 4  parents topped up on time,Mukuyu secondary school we had 226 successful taps which increases from 219 some students have not reported back,@Mukuyu Secondary School,20
Githunguri,Matuguta Primary,Primary,1/20/2026,Rice and Beans,White,460,464,424,40,2,3,13,0,0,0,0,,470,3,,1/20/2026 12:30,1/20/2026 13:30,60,,Food was delicious,Queue was well managed,Failed taps were 13 an increase of 2 taps from yesterday's 11 failed taps.Respective parents had not topped up.,Actual meals  were 464 an increase of 7 taps from yesterday's 457 actual meals. Some absent students reported to school,@Matuguta primary,20
Githunguri,Kiambururu Primary,Primary,1/20/2026,Rice and Beans,White,270,279,251,28,0,3,7,0,1,0,0,,280,0,,1/20/2026 12:20,1/20/2026 13:30,70,,The food was hot and delicious.The kids enjoyed,Line management was smooth and fast,Failed taps decreased from 9 to 7.Some parents still hadn't topped up,Actual meals served increased from 263 to 279.There was a good student turnout today,@Kiambururu Comprehensive School,20
Githunguri,Gikang'A Kageche Secondary,Secondary,1/20/2026,Rice and Beans,White,300,310,310,0,0,3,3,3,6,0,0,,320,0,,1/20/2026 13:07,1/20/2026 13:45,38,,Food was delicious,Queue was perfectly managed by the help of TOD,Today failed tap was 3 an increase from yesterday which was 2.,Today's successful taps was 310 a increase from yesterday which was 289.student turn out was high,@Pauline Gatimu,20
Githunguri,Gatitu Primary,Primary,1/20/2026,Rice and Beans,White,380,384,349,35,0,3,10,0,3,0,0,,385,1,,1/20/2026 12:15,1/20/2026 13:35,80,,Food served was yummy  and enough for all.,Order was maintained under ToD's cordinance.,A decrease in failed taps from 16 to 10...some of the parents that I called topped up.,Successful taps increased by 12 from 372 to 384 today.. students were present and respective accounts funded.,@Wambui ikonya -sc- Gatitu comprehensive,20
Githunguri,Gataka Primary,Primary,1/20/2026,Rice and Beans,White,290,299,275,24,0,2,10,1,0,0,0,,300,0,,1/20/2026 12:36,1/20/2026 13:50,73,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 9 to 10, we reminded kids to request their parents to top up","The number of actual meals rose from 286 to 299,parents made timely payments for their kids",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,20
Githunguri,Githima Primary,Primary,1/20/2026,Rice and Beans,White,275,271,245,26,4,2,0,1,2,1,1,,273,4,,1/20/2026 12:30,1/20/2026 13:30,60,,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 0 failed taps which is a decrease from yesterday's 1 failed tap.Most accounts were topped up and on time.,We had 271 actual meals served which is a decrease from yesterday's 272 actual meals served.A kid was most probably absent today or didn't queue to be tapped.,@Brenda kamawe Githima primary and junior secondary school,20
Githunguri,Kiawairia Primary,Primary,1/20/2026,Rice and Greengrams,White,130,139,124,15,2,1,1,1,0,0,0,,140,2,,1/20/2026 12:00,1/20/2026 13:30,90,,Food was hot and delicious,Lines were neat and ordely,We had 1 failed taps a decrease from 5 some parents topped up on time,We had 124 successful taps an increase from 115 turn out was good,@Mary kimani SC kiawairia comprehensive school,20
Githunguri,Kiawairia Secondary,Secondary,1/20/2026,Rice and Beans,White,50,52,52,0,0,2,0,0,1,0,0,,60,0,,1/20/2026 13:25,1/20/2026 13:35,10,,Food was appetizing and yummy,Line management was transitioning good,Number of failed taps remained 0 as of yesterday parents topped up their accounts on time,"Number of actual meals increased from 42 to 52 , students reported fully today",@Patrick Kariuki Kiawaria secondary school Tapper,20
kiambu kitchen,Ciiko Primary,Primary,1/20/2026,Rice and Beans,White,985,1002,927,75,0,5,4,2,12,0,0,0,990,0,5,1/20/2026 12:30,1/20/2026 13:26,55,We expected the same turn out as today.,Food was hot and delicious,The queue was managed by the teacher on duty,Failed taps  reduced significantly from 18 to 4.,Successful taps increased from 978 to 1002. A new record for  meals served.,@Ciiko Comprehensive school -SL- Samy Migwi,20
kiambu kitchen,Kahunira Secondary,Secondary,1/20/2026,Rice and Beans,White,120,116,116,0,0,3,4,1,1,0,0,0,125,0,3,1/20/2026 13:00,1/20/2026 13:30,29,"Expecting some students to resume back to school,who were sent for school fee",Food was delicious,Line was well managed by TOD,"Failed taps increased 1 to 4, parents didn't top up their accounts","Meals served today increased from 95 to 116, some students resume back to school",@Tapper kahunira secondary,20
kiambu kitchen,Kahunira Primary,Primary,1/20/2026,Rice and Beans,White,750,753,693,60,0,4,17,1,5,0,0,0,750,0,4,1/20/2026 12:40,1/20/2026 13:35,55,Normal school program,Food was hot and delicious.,Queue management was well executed by teacher on duty.,"Failed taps increased from 11 to 17,some parents didn't make timely payment.","Actual meals served today increased from 734 to 753,this is as a result of increased students turn out.",@Mwangi Mary Kahunira Comprehensive,20
kiambu kitchen,Kiababu Primary,Primary,1/20/2026,Rice and Beans,White,230,256,231,25,0,2,10,0,4,0,0,0,260,0,2,1/20/2026 12:40,1/20/2026 13:30,50,Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps decreased from 14 to 10 as some parents managed to pay on Time,Successful taps increased from 250 to 256 as most students reported today,@kiaibabu primary school,20
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/20/2026,Rice and Beans,White,187,204,204,0,0,2,8,4,6,0,0,17,215,0,2,1/20/2026 13:25,1/20/2026 14:00,34,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 8 which is an increase compared from 6 to 8 parents didn't top up,The actual meal served today was 204 which is an increase compared from 174 to 204 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper",20
Githunguri,Gathaithi Secondary,Secondary,1/21/2026,Rice and Western,White,105,117,117,0,0,2,4,0,2,0,0,,110,0,,1/21/2026 13:23,1/21/2026 13:49,26,,Food was delicious,Queuing was good,We had 4 failed taps a drop from yesterday's 6 failed taps due to early topping up of cards by parents,We had 117 successful taps a rise from yesterday's 102 due to more students attendance in school,@Joseph mburu nga'ang'a,21
Githunguri,Gathaithi Primary,Primary,1/21/2026,Rice and Western,White,465,458,413,45,3,3,15,1,1,1.7,2.1,,460,3,,1/21/2026 12:40,1/21/2026 13:30,50,,Food was sweet,Queue was well managed by School coordinator,Failed taps increased from 11 to 15,Actual meals served today dropped from 468 to 458. Some parents failed to top up accounts.,@P.C.E.A Gathaithi primary and Junior secondary school Jane Wanjiru,21
Githunguri,Gathiruini Primary,Primary,1/21/2026,Rice and Western,White,240,247,222,25,0,2,3,1,1,68,80,,250,0,,1/21/2026 12:30,1/21/2026 13:30,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 247 an increase from 235 this is because most students were present today,Failed taps today were 3 a decrease from 4 this is because parents topped up their accounts on time,@Catherine Wanjiru,21
Githunguri,Matuguta Primary,Primary,1/21/2026,Rice and Western,White,465,457,420,37,2,3,15,1,1,0,0,,460,3,,1/21/2026 12:30,1/21/2026 13:30,60,,Food was sweet and delicious,Queue was well managed,Failed taps were 15 an increase of 2 taps from yesterday's 13 failed taps. Respective parents had not topped up.,Actual meals were 457 a decrease of 7 taps from yesterday's  464 actual meals . Some students had not topped up their accounts.,@Matuguta primary,21
Githunguri,Gikang'A Kageche Secondary,Secondary,1/21/2026,Rice and Western,White,315,307,307,0,0,3,7,2,1,2,3,,315,0,,1/21/2026 13:50,1/21/2026 14:00,10,,Food was delicious,Line was smoothly managed,Today's failed taps increased from 3 to 7.parent didn't top up on time,Today's successful taps decreased from 310 to 307.parent didn't top up on time,@Pauline Gatimu,21
Githunguri,Gatina Primary,Primary,1/21/2026,Rice and Western,White,460,455,390,65,0,3,12,2,0,3,4,,460,0,,1/21/2026 12:30,1/21/2026 13:27,57,,Food was hot and yummy,Line was smooth and orderly,Failed taps were 12 an increase from yesterday's number of 8. A number of parents didnot manage to credit account on time.,"Actual meal served were 455 a decrease from yesterday's number of 460, the number decreased due to high number of failed taps.",@Kang'ethe Dennis,21
Githunguri,Ihiga Primary,Primary,1/21/2026,Rice and Western,White,165,160,149,11,0,2,4,1,4,3,5,,160,0,,1/21/2026 12:40,1/21/2026 13:10,30,,Food was Enough,Queues were manageable with assistance from teacher on duty.,Today's failed taps was 4 an increase from yesterday's which was 0.Parents didn't top up their accounts.,Successful taps were 160 a decrease from yesterday's which was 166.The drop was caused by failed taps.,@Naomi SC-Ihiga Comprehensive,21
Githunguri,Githioro Primary,Primary,1/21/2026,Rice and Western,White,335,341,306,25,0,2,7,0,0,0,0,,340,0,,1/21/2026 12:35,1/21/2026 13:35,60,,Food was appetising,Line management was organised assisted by tod,"Failed taps increased from yesterday’s 5 to 7 today, parents forgot to top up their accounts on time","Successful taps increased from 329 yesterday to 341, numbers are increasing.",@GITHIORO COMPREHENSIVE,21
Githunguri,Kiawaiguru Primary,Primary,1/21/2026,Rice and Western,White,225,223,204,19,1,2,4,0,0,1,1,,225,2,,1/21/2026 12:30,1/21/2026 13:20,50,,Lunch was delicious.,Line was oderly.,Failed taps increased from yesterday’s 3 to today 4.Some parents didn’t top up despite reminding them.,Actual meals served decreased from yesterday’s 225 to today 223.A few pupils didn’t report to school today.,@KIAWAIGURU PRIMARY SCHOOL,21
Githunguri,Matuguta Secondary,Secondary,1/21/2026,Rice and Western,White,120,125,125,0,0,2,1,0,3,0,0,,125,0,,1/21/2026 13:30,1/21/2026 13:45,14,,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,"Failed taps today were 01 lower than yesterday's 04,most of the parents topped up on time",Successful taps today were 125 higher than yesterday's 117 and also higher than the projected meals,@Njeri -Matuguta secondary school,21
Githunguri,Kiambururu Primary,Primary,1/21/2026,Rice and Western,White,280,277,247,30,0,3,4,1,2,0,0,,280,0,,1/21/2026 12:40,1/21/2026 13:40,60,,The food was delicious,Line management was smooth and fast,Failed taps decreased from 7 to 4.Most parents had topped up on time,Actual meals served decreased from 279 to 277.The was a slight decrease of 2,@Kiambururu Comprehensive School,21
Githunguri,Kiawairia Secondary,Secondary,1/21/2026,Rice and Western,White,55,54,54,0,0,2,0,0,0,3,0,,60,0,,1/21/2026 13:25,1/21/2026 13:40,14,,Food was appetizing and yummy,Line management was transitioning good assisted by TOD,Number of failed taps remained 0 the same as of yesterday,Actual meals increased from 52 to 54 students reported fully today,@Patrick Kariuki Kiawaria secondary school Tapper,21
Githunguri,Kiawairia Primary,Primary,1/21/2026,Rice and Western,White,140,136,121,15,2,2,4,1,2,1,1,,135,2,,1/21/2026 12:00,1/21/2026 13:30,89,,Food was hot and delicious,Lines were neat and ordely,We had 4 failed taps a increase from 1 some parents didn't top up on time,We had 121 successful taps a decrease from 123 insufficient balances were high,@Mary kimani SC kiawairia comprehensive school,21
Githunguri,Gatitu Primary,Primary,1/21/2026,Rice and Western,White,385,390,351,39,1,3,9,0,2,0,0,,390,1,,1/21/2026 12:15,1/21/2026 13:35,79,,"Students enjoyed the food,it tasted really great !..",Lines transitioned smoothly and in order from grade to grade,Failed taps decreased by 1 from 10 to 9 due to parents not depositing funds on time.,An increase from 384 to 390.. student turn up was good .,@Wambui ikonya -sc- Gatitu comprehensive,21
Githunguri,Kiambururu Secondary,Secondary,1/21/2026,Rice and Western,White,205,198,198,0,0,3,0,1,1,0,0,,205,0,,1/21/2026 1:20,1/21/2026 13:40,740,,The food was delicious,Line management was smooth with the help of TOD,Today I didn't have any failed taps while previous was 4.all parents topped up.,"Successful taps was 198 compared to previous which was 200,a slightly decrease from yesterday,some students did not come for lunch.",@Salome-kiambururu secondary school,21
Githunguri,Mathanja Priamry,Primary,1/21/2026,Rice and Western,White,205,204,183,21,0,2,2,0,0,0,0,,205,0,,1/21/2026 12:15,1/21/2026 13:30,75,,food was delicious,I managed the queue without any assistance,today we had 2 failed taps a decrease compared to yesterday 6. some parents remembered to top-up their accounts.,today we had 204 actual meals served an increase compared to yesterday 199. some parents topped up their accounts.,@mathanja primary school,21
Githunguri,Gitombo Primary,Primary,1/21/2026,Rice and Western,White,175,179,165,14,0,2,1,0,0,0,0,,180,0,,1/21/2026 12:40,1/21/2026 13:20,40,,Food was delicious learners enjoyed .,Queue was manageable by the help of teacher on duty.,Today failed taps was 1 a decrease of 1 from 2 yesterday parent did top up on time.,Actual meals served today was 179 an increase of  7 from 172 yesterday learners show up well today.,@Veronica Mwaura -S/C- Gitombo primary,21
Githunguri,Mukuyu Secondary,Secondary,1/21/2026,Rice and Western,White,240,241,241,0,0,3,3,1,0,0,0,,25,0,,1/21/2026 12:40,1/21/2026 13:40,59,,Food was hot and delicious,Queue was well managed,Mukuyu secondary school failed taps decreases from 4 to 3 parents are  topping up well,Mukuyu secondary school successful taps increases from 226 to 241 students are reporting back to school,@Mukuyu Secondary School,21
Githunguri,Gathangari Primary,Primary,1/21/2026,Rice and Western,White,420,410,379,31,0,3,4,0,3,13,4,,420,0,,1/21/2026 12:30,1/21/2026 13:30,59,,Food was hot and delicious,The queue was smoothly managed by the T.O.D,Failed taps reduced from 10 to 4.Most parentstoptime while.some parents forgot to top up on time and have urged kids to remind them,Successful taps reduced from 420 to 410.Parents forgot to top up on time  while some kids were absent,@PCEA GATHANGARI COMPREHENSIVE SCHOOL,21
Githunguri,Githiga Primary,Primary,1/21/2026,Rice and Western,White,415,427,386,41,0,3,24,2,0,0,0,,430,9,,1/21/2026 12:31,1/21/2026 13:30,59,,Was was sweet and delicious,Line Management was smooth.,Failed taps  decreased from 28  to 24.some parents  topped up.,Actual meals increased  from 409 to 427.Turout increased.,@Nicholas-SC - Githiga Comprehensive,21
Githunguri,Gitiha Secondary,Secondary,1/21/2026,Rice and Western,White,140,144,144,0,0,2,3,1,2,0,0,,140,0,,1/21/2026 12:40,1/21/2026 13:02,22,,Food was delicious,The queue was smooth and managable,The number of failed tap was low,Successful taps had increased,@Kang'ethe Dennis,21
Githunguri,Kanyore Primary,Primary,1/21/2026,Rice and Western,White,650,637,594,43,5,3,21,1,6,10,12,,640,6,,1/21/2026 12:30,1/21/2026 13:35,65,,Food was delicious,Line management was organized,Number of failed taps increased from 6 to 21. This was because some parents didn't top up.Reminded the kids to remind their parents to top up.,Number of successful taps decreased from 656 to 637 as failed taps increased due to insufficient balances.,"@Haron Muiruri,SL Kanyore Primary",21
Githunguri,Kindiga Primary,Primary,1/21/2026,Rice and Western,White,190,191,174,17,0,0,4,1,1,0,0,,195,0,,1/21/2026 12:40,1/21/2026 13:30,50,,The food was Hot and Tasty.,Queues were orderly with the help of TOD.,"Failed taps increased to 4 from yesterday's 3,parents did not top up accounts.","Successful taps decreased to 191 from yesterday's 194,this was resulted by the increase of the failed taps.",@James Mbugua SC Kindiga Primary,21
Githunguri,Gataka Primary,Primary,1/21/2026,Rice and Western,White,300,300,276,24,0,2,7,2,2,0,0,,305,0,,1/21/2026 12:37,1/21/2026 13:40,63,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps dropped from 10 to 7, we reminded kids to request their parents to top up","The number of actual meals rose from 299 to 300, parents made timely payments for their kids",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,21
Githunguri,Githima Primary,Primary,1/21/2026,Rice and Western,White,275,277,251,26,4,2,0,1,1,0,0,,280,4,,1/21/2026 12:25,1/21/2026 13:20,55,,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 0 failed taps which is the same as yesterday's 0 failed taps.Accounts were topped up on time.,We had 277 actual meals served which is an increase from yesterday's 271 actual meals served.The turn out was high today and accounts were topped up on time.,@Brenda kamawe Githima primary and junior secondary school,21
kiambu kitchen,Ciiko Primary,Primary,1/21/2026,Rice and Greengrams,White,990,994,919,75,0,5,6,3,6,273,327,0,990,0,5,1/21/2026 12:30,1/21/2026 13:26,56,We expect the  same turnout as today. So projecting the same number of meals as today.,Food was hot and delicious,The queue was managed by the teacher on duty,Fail taps slightly increase from 4 to 6.,Successful taps decreased from 927 to 919.,@Ciiko Comprehensive school -SL- Samy Migwi,21
kiambu kitchen,Kahunira Secondary,Secondary,1/21/2026,Rice and Greengrams,White,125,128,128,0,0,3,3,5,1,0,0,0,140,0,0,1/21/2026 13:00,1/21/2026 13:20,19,"Expecting students to resume back to school,who were sent home for school fee",Food was delicious,Line was well managed by TOD,"Failed taps decreased from 4 to 3, parents topped up their accounts","Meals served today increased from 116 to 128, parents topped up their accounts",@Tapper kahunira secondary,21
kiambu kitchen,Kahunira Primary,Primary,1/21/2026,Rice and Greengrams,White,750,730,668,62,0,4,21,0,1,5,5,0,740,0,4,1/21/2026 12:40,1/21/2026 13:35,55,Normal school program,Food was delicious,Queue management was well executed by teacher on duty,"Failed taps increased from 17 to 21, respective parents didn't top up.","Actual meals served today decreased from 753 to 730,some students didn't turn up for tapping.",@Mwangi Mary Kahunira Comprehensive,21
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/21/2026,Rice and Greengrams,White,215,215,215,0,0,2,9,1,6,0,0,0,230,0,2,1/21/2026 13:25,1/21/2026 14:00,35,We expect a rise of successful taps tomorrow,Food was delicious and warm,The queue was well manageable,Failed taps today was 9 which is a increase compared from 8 to 9 parents didn't top up,Actual meal served today was 215 which is an increase compared from 204 to 215 parents top up,"@Yvonne mugure, Githunguri Technical And Secondary School , Tapper",21
kiambu kitchen,Kiababu Primary,Primary,1/21/2026,Rice and Greengrams,White,260,263,237,25,0,2,9,0,2,0,0,0,270,0,2,1/21/2026 12:40,1/21/2026 13:30,50,Expecting more kids to,The food was delicious,Queue was neat with the help of the teacher on duty,Failed taps increased from 8 to 9 as some parents did not manage to pay on Time,Successful taps increased from 254 to 263 as more students reported today,@kiaibabu primary school,21
Githunguri,Githima Primary,Primary,1/22/2026,Rice and Beans,White,275,276,251,25,4,2,0,0,1,0,0,,278,4,,1/22/2026 12:25,1/22/2026 13:25,60,,The food was hot and delicious,I managed the queue with the help of the deputy headteacher and the kids were disciplined today,We had 0 failed taps which is the same as yesterday's 0 failed taps.Parents are topping up on time.,We had 276 actual meals served which is a decrease from yesterday's 277 actual meals served.A kid was probably absent today or did not queue up to eat.,@Brenda kamawe Githima primary and junior secondary school,22
Githunguri,Kiambururu Primary,Primary,1/22/2026,Rice and Beans,White,280,272,246,26,0,3,8,0,4,2,1.5,,275,0,,1/22/2026 12:40,1/22/2026 13:40,60,,The food was delicious,Line management was smooth and fast,Failed taps increased from 4 to 8.Parents failed to top up on time,Actual meals served decreased from 277 to 272.This is because there was an increase in the failed taps,@Kiambururu Comprehensive School,22
Githunguri,Githioro Primary,Primary,1/22/2026,Rice and Beans,Tumeric,335,335,308,27,0,2,6,1,1,0,0,,335,0,,1/22/2026 12:38,1/22/2026 13:40,62,,Food was appetising,Line management was organised assisted by tod.,"Failed taps remained same as yesterday,  some parents forgot to top up their accounts on time.","Successful taps decreased from 341 to 335 today,  some kids don't show when beans are being served",@GITHIORO COMPREHENSIVE,22
Githunguri,Gathiruini Primary,Primary,1/22/2026,Rice and Beans,White,245,247,219,28,0,2,3,2,2,0,0,,250,0,,1/22/2026 12:30,1/22/2026 13:30,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 3 same a  yesterday this is because parents didn't top up their accounts on time,Actual meal served today were 247 same as yesterday this is because most students were present today,@Catherine Wanjiru,22
Githunguri,Kiawairia Primary,Primary,1/22/2026,Rice and Beans,Tumeric,140,142,126,16,3,2,3,0,0,0,0,,145,3,,1/22/2026 12:00,1/22/2026 13:30,89,,Food was hot and delicious,Lines were neat and organized,We had 3 failed taps an increase from 1 some parents didn't top up on time,We had 126 successful taps an increase from 123 turn up was good,@Mary kimani SC kiawairia comprehensive school,22
Githunguri,Matuguta Primary,Primary,1/22/2026,Rice and Beans,White,460,467,428,39,2,3,16,0,3,0,0,,470,3,,1/22/2026 12:35,1/22/2026 13:30,55,,Food was delicious,Queue was well managed,Failed taps were 16 an increase of 1 tap from yesterday's 15 failed taps. Respective parents had not topped up .,Actual taps were 467 an increase of 10 taps from yesterday's 457 actual meals. The students with sufficient balance came for food.,@Matuguta primary,22
Githunguri,Mathanja Priamry,Primary,1/22/2026,Rice and Beans,White,205,203,181,22,0,2,3,0,1,1,1,,205,0,,1/22/2026 12:20,1/22/2026 13:20,60,,food was delicious,I managed the queue without any assistance,today we had 3 failed taps an increase compared to yesterday 2. the parents didn't top-up on time.,today we had 203 actual meals served a decrease compared to yesterday 204. some parents didn't top-up their accounts on time.,@mathanja primary school,22
Githunguri,Ihiga Primary,Primary,1/22/2026,Rice and Beans,White,160,160,148,12,0,2,2,0,0,0,0,,160,0,,1/22/2026 12:40,1/22/2026 13:15,35,,Food was Enough,Queues were manageable.,Failed taps were 2 a decrease from yesterday's which was 4.Parents didn't top up.,Today's successful taps were 160 the same as yesterday's which was 160.Turn up had been constant.,@Naomi SC-Ihiga Comprehensive,22
