Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Catholic Archdiocese Of Nairobi Gataka Primary & Junior Secondary,2026-01-05,Rice and Greengrams,130,176,155,21,1,2,12,0,0,0,0,,200,2,,"5 Jan 2026, 12:49:00","5 Jan 2026, 13:34:16",,The food was delicious.,The queue was well managed by the school coordinator.,The number of failed taps was 12.,"The number of actual meals was 176. Being the opening day, most kids didn't report to school.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary
,GATHAITHI PRIMARY,2026-01-05,Rice and Greengrams,270,263,237,26,0,3,15,12,9,1.75,2.1,,300,00,,"5 Jan 2026, 12:45:54","5 Jan 2026, 13:35:06",,Food was delicious,The teacher on duty assisted with queue management,We had 15 failed taps. Some parents failed to top up,"We fed 263 kids because being the first day of the term, there is a low turnout",@P.C.E.A Gathaithi primary and Junior secondary school
,Mathanja Priamry School,2026-01-05,rice and green grams,100,100,85,15,0,2,6,0,0,0,0,,150,0,,"5 Jan 2026, 12:40:28","5 Jan 2026, 13:25:32",,Food was delicious,I managed the queue without any assistance since kids were orderly.,today we had 6 failed taps. some parents didn't top-up their accounts on time.,today we had 100 actual meals served. this number is low since turnout was low being an opening day,@mathanja primary school
,Kiambururu Comprehensive School,2026-01-05,White Rice and GG,180,167,148,19,0,3,9,1,3,2,2.5,,190,0,,"5 Jan 2026, 12:50:40","5 Jan 2026, 13:57:50",,Food was delicious,Line management was smooth,Failed taps were 9.Some parents hadn't topped up on time,Actual meals served was 167.This is because there was low student turnout since it was opening day,@Kiambururu Comprehensive School
,Gathiruini Primary School,2026-01-05,Rice and Green grams,170,179,159,20,0,2,6,2,1,0,0,,185,0,,"5 Jan 2026, 12:30:48","5 Jan 2026, 13:30:56",,Food was delicious,Line management was good with help of teacher on duty,Failed taps today were 6 parents forgot to top up their accounts on time,Actual meal served today were 179,@Catherine Wanjiru
,PCEA Matuguta Primary & Junior Secondary School,2026-01-05,Rice and Greengrams,320,305,278,27,2,3,25,6,6,4,5,,350,3,,"5 Jan 2026, 12:20:41","5 Jan 2026, 13:40:49",,Food was sweet and delicious,Queue was well managed,Failed taps were 25 some students forgot the tags at home and a few are yet to replace thire lost tags,"Actual meals were 305,majority of the students reported to school today.",@Matuguta primary
,Gatitu Primary,2026-01-05,RICE AND GG,240,252,230,22,0,3,12,26,8,00,0,,300,3,,"5 Jan 2026, 12:10:56","5 Jan 2026, 14:00:08",,Food was well cooked and enough.,Lines were orderly from class to class.,"Previous failed taps were 29,a decrease today to 12 caused by parents topping up.","Successful taps today were 252,a decrease from 258 which was caused by absenteeism.",@Wambui ikonya -sc- Gatitu comprehensive
,Kiawaiguru Primary School,2026-01-05,Rice and green grams,120,142,128,14,0,2,9,4,1,0,0,,200,1,,"5 Jan 2026, 12:30:00","5 Jan 2026, 13:20:00",,Food was hot,Line was oderly.,"Failed taps were 9, some parents forgot to top up despite reminding them.",Actual meals served was 142 . Most pupils didn’t report to school today.,@KIAWAIGURU PRIMARY SCHOOL
,Gitombo Primary School,2026-01-05,White rice and Green grams,90,126,111,15,0,2,8,1,0,0,0,,150,0,,"5 Jan 2026, 12:50:36","5 Jan 2026, 13:23:43",,Food was delicious.,Queue was manageable.,Failed taps were 8 some parents forgot to top up on time.,Actual meal served today was 126 most kids reported back to school.,@Veronica Mwaura -S/C- Gitombo primary
,Kahunira Comprehensive School,2026-01-05,White Rice & Green Grams,500,412,375,37,0,5,25,5,18,10,10,0,580,0,4,"5 Jan 2026, 12:40:59","5 Jan 2026, 13:35:12",We are projecting this number because grade 1 students will be,Food was hot and delicious,Queue management was well managed by TOD,We had 25 failed taps today.,Actual meals served today was 412.,@Mwangi Mary Kahunira Comprehensive
,Kiababu Primary School,2026-01-05,Rice and green grams,230,266,245,21,0,2,11,2,2,16,19,0,200,0,2,"5 Jan 2026, 12:40:50","5 Jan 2026, 13:30:57",Expecting more kids to,The food was delicious,Line management was neat with the help of he teacher on duty,Failed taps were 11,Successful taps were 166,@kiaibabu primary school
,Ciiko Primary,2026-01-05,Rice and Greengrams,300,72,69,3,0,5,1,0,7,50,80,0,350,0,5,"5 Jan 2026, 13:00:06","5 Jan 2026, 13:25:17","Tomorrow grade 2 ,3,4,5  will join grade 7,8 and 9 . Only kids  who have  no fee balance are admitted thus I project 350 .",The food was hot and delicious,The queue was smooth,Failed taps today were 1,Successful taps were 72,@Ciiko Comprehensive school -SL- Samy Migwi
